Tabela 2 - Gorduras e açúcar na composição de alimentos por 100 gramas de parte comestível,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,(continuação)
Código e descrição do alimento ,,Código e descrição da preparação,,"Coles-
terol
(mg)","AG
Satura-
dos
(g)","AG
Mono 
(g)","AG
Poli 
(g)","AG
Lino-
léico 
(g)","AG
Linolê-
nico 
(g)","AG
Trans
total
(g)","Açúcar
total
(g)","Açúcar
de
adição
(g)"
Cereais e leguminosas,,,,,,,,,,,,
7800401,Peito de galinha ou frango,6,Empanado(a)/à milanesa,"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7800401,Peito de galinha ou frango,7,Refogado(a),"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800401,Peito de galinha ou frango,8,Molho vermelho,"68,00","1,02","1,24","0,80","0,61","0,03","0,07","0,85",-
7800401,Peito de galinha ou frango,9,Molho branco,"74,83","2,55","1,87","0,90","0,68","0,05","0,17","1,03",-
7800401,Peito de galinha ou frango,13,Ensopado,"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800401,Peito de galinha ou frango,15,Sopa,"3,19","0,31","0,45","0,23","0,21","0,01","0,02","0,11",-
7800401,Peito de galinha ou frango,99,Não se aplica,"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800402,Filé de frango,1,Cru(a),"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800402,Filé de frango,2,Cozido(a),"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800402,Filé de frango,3,Grelhado(a)/brasa/churrasco,"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800402,Filé de frango,4,Assado(a),"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800402,Filé de frango,5,Frito(a),"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800402,Filé de frango,6,Empanado(a)/à milanesa,"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7800402,Filé de frango,7,Refogado(a),"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800402,Filé de frango,8,Molho vermelho,"68,00","1,02","1,24","0,80","0,61","0,03","0,07","0,85",-
7800402,Filé de frango,9,Molho branco,"74,83","2,55","1,87","0,90","0,68","0,05","0,17","1,03",-
7800402,Filé de frango,10,Ao alho e óleo,"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800402,Filé de frango,13,Ensopado,"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800402,Filé de frango,99,Não se aplica,"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800602,Carcaça de galinha ou frango,2,Cozido(a),"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800602,Carcaça de galinha ou frango,4,Assado(a),"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7800602,Carcaça de galinha ou frango,5,Frito(a),"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800602,Carcaça de galinha ou frango,7,Refogado(a),"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800602,Carcaça de galinha ou frango,13,Ensopado,"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7800701,Asa de galinha ou frango,1,Cru(a),"84,00","5,45","7,64","4,14","3,57","0,15","0,39",-,-
7800701,Asa de galinha ou frango,2,Cozido(a),"84,00","5,45","7,64","4,14","3,57","0,15","0,39",-,-
7800701,Asa de galinha ou frango,3,Grelhado(a)/brasa/churrasco,"84,00","5,45","7,64","4,14","3,57","0,15","0,39",-,-
7800701,Asa de galinha ou frango,4,Assado(a),"84,00","5,45","7,64","4,14","3,57","0,15","0,39",-,-
7800701,Asa de galinha ou frango,5,Frito(a),"84,00","5,85","8,22","5,62","4,88","0,32","0,40",-,-
7800701,Asa de galinha ou frango,6,Empanado(a)/à milanesa,"84,00","5,86","8,23","5,64","4,89","0,33","0,40","0,01",-
7800701,Asa de galinha ou frango,7,Refogado(a),"84,00","5,85","8,22","5,62","4,88","0,32","0,40",-,-
7800701,Asa de galinha ou frango,8,Molho vermelho,"67,20","4,37","6,12","3,33","2,87","0,12","0,31","0,85",-
7800701,Asa de galinha ou frango,13,Ensopado,"84,00","5,85","8,22","5,62","4,88","0,32","0,40",-,-
7800702,Drumete de galinha ou frango,2,Cozido(a),"82,00","3,28","3,04","2,91","2,43","0,12","0,23",-,-
7800702,Drumete de galinha ou frango,3,Grelhado(a)/brasa/churrasco,"82,00","3,28","3,04","2,91","2,43","0,12","0,23",-,-
7800702,Drumete de galinha ou frango,4,Assado(a),"82,00","3,28","3,04","2,91","2,43","0,12","0,23",-,-
7800702,Drumete de galinha ou frango,5,Frito(a),"82,00","3,68","3,62","4,39","3,74","0,29","0,24",-,-
7800702,Drumete de galinha ou frango,7,Refogado(a),"82,00","3,68","3,62","4,39","3,74","0,29","0,24",-,-
7800702,Drumete de galinha ou frango,8,Molho vermelho,"65,60","2,63","2,44","2,34","1,96","0,10","0,18","0,85",-
7800801,Pescoço de galinha ou frango,2,Cozido(a),"88,00","5,82","8,29","4,62","4,04","0,18","0,45",-,-
7800801,Pescoço de galinha ou frango,4,Assado(a),"88,00","5,82","8,29","4,62","4,04","0,18","0,45",-,-
7800801,Pescoço de galinha ou frango,5,Frito(a),"88,00","6,22","8,87","6,10","5,35","0,35","0,47",-,-
7800801,Pescoço de galinha ou frango,7,Refogado(a),"88,00","6,22","8,87","6,10","5,35","0,35","0,47",-,-
7800801,Pescoço de galinha ou frango,9,Molho branco,"77,23","6,19","7,27","3,81","3,32","0,17","0,46","1,03",-
7800901,Pé de galinha ou frango,2,Cozido(a),"84,00","3,92","5,50","2,98","2,57","0,11","0,29",-,-
7800901,Pé de galinha ou frango,3,Grelhado(a)/brasa/churrasco,"84,00","3,92","5,50","2,98","2,57","0,11","0,29",-,-
7800901,Pé de galinha ou frango,4,Assado(a),"84,00","3,92","5,50","2,98","2,57","0,11","0,29",-,-
7800901,Pé de galinha ou frango,5,Frito(a),"84,00","4,32","6,08","4,46","3,88","0,28","0,30",-,-
7800901,Pé de galinha ou frango,7,Refogado(a),"84,00","4,32","6,08","4,46","3,88","0,28","0,30",-,-
7800901,Pé de galinha ou frango,8,Molho vermelho,"67,20","3,14","4,41","2,40","2,07","0,09","0,23","0,85",-
7800901,Pé de galinha ou frango,13,Ensopado,"84,00","4,32","6,08","4,46","3,88","0,28","0,30",-,-
7801001,Miúdo de galinha ou frango ,2,Cozido(a),"563,00","2,06","1,42","1,99","0,72",-,"0,09",-,-
7801001,Miúdo de galinha ou frango ,4,Assado(a),"563,00","2,06","1,42","1,99","0,72",-,"0,09",-,-
7801001,Miúdo de galinha ou frango ,5,Frito(a),"563,00","2,46","2,00","3,47","2,03","0,17","0,10",-,-
7801001,Miúdo de galinha ou frango ,8,Molho vermelho,"450,40","1,65","1,14","1,61","0,59","0,00","0,07","0,85",-
7801001,Miúdo de galinha ou frango ,15,Sopa,"3,19","0,31","0,45","0,23","0,21","0,01","0,02","0,11",-
7801101,Moela de galinha ou frango,2,Cozido(a),"370,00","0,67","0,53","0,35","0,22","0,01","0,13",-,-
7801101,Moela de galinha ou frango,3,Grelhado(a)/brasa/churrasco,"370,00","0,67","0,53","0,35","0,22","0,01","0,13",-,-
7801101,Moela de galinha ou frango,5,Frito(a),"370,00","1,07","1,11","1,83","1,53","0,18","0,14",-,-
7801101,Moela de galinha ou frango,7,Refogado(a),"370,00","1,07","1,11","1,83","1,53","0,18","0,14",-,-
7801101,Moela de galinha ou frango,8,Molho vermelho,"296,00","0,54","0,43","0,30","0,19","0,01","0,10","0,85",-
7801101,Moela de galinha ou frango,9,Molho branco,"302,83","2,07","1,06","0,40","0,27","0,03","0,20","1,03",-
7801101,Moela de galinha ou frango,13,Ensopado,"370,00","1,07","1,11","1,83","1,53","0,18","0,14",-,-
7801101,Moela de galinha ou frango,15,Sopa,"3,19","0,31","0,45","0,23","0,21","0,01","0,02","0,11",-
7801202,Coração de frango,2,Cozido(a),"242,00","2,26","2,01","2,30","1,62","0,06",-,-,-
7801202,Coração de frango,3,Grelhado(a)/brasa/churrasco,"242,00","2,26","2,01","2,30","1,62","0,06",-,-,-
7801202,Coração de frango,4,Assado(a),"242,00","2,26","2,01","2,30","1,62","0,06",-,-,-
7801202,Coração de frango,5,Frito(a),"242,00","2,66","2,59","3,78","2,93","0,23","0,01",-,-
7801202,Coração de frango,13,Ensopado,"242,00","2,26","2,01","2,30","1,62","0,06",-,-,-
7801301,Fígado de galinha ou frango,2,Cozido(a),"563,00","2,06","1,42","1,99","0,72",-,"0,09",-,-
7801301,Fígado de galinha ou frango,4,Assado(a),"563,00","2,06","1,42","1,99","0,72",-,"0,09",-,-
7801301,Fígado de galinha ou frango,5,Frito(a),"563,00","2,46","2,00","3,47","2,03","0,17","0,10",-,-
7801407,Canja ,99,Não se aplica,"3,19","0,31","0,45","0,23","0,21","0,01","0,02","0,11",-
7801702,Peru em pedaço não especificado,2,Cozido(a),"78,00","3,04","3,48","2,52","2,13","0,10","0,22",-,-
7801702,Peru em pedaço não especificado,4,Assado(a),"78,00","3,04","3,48","2,52","2,13","0,10","0,22",-,-
7801702,Peru em pedaço não especificado,5,Frito(a),"78,00","3,44","4,06","4,00","3,44","0,27","0,23",-,-
7801702,Peru em pedaço não especificado,13,Ensopado,"78,00","3,44","4,06","4,00","3,44","0,27","0,23",-,-
7801801,Peito de peru,1,Cru(a),"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7801801,Peito de peru,2,Cozido(a),"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7801801,Peito de peru,3,Grelhado(a)/brasa/churrasco,"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7801801,Peito de peru,4,Assado(a),"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7801801,Peito de peru,5,Frito(a),"86,00","0,78","0,79","1,79","1,52","0,18","0,03",-,-
7801801,Peito de peru,6,Empanado(a)/à milanesa,"86,00","0,78","0,79","1,79","1,52","0,18","0,03",-,-
7801801,Peito de peru,99,Não se aplica,"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7802101,Asa de peru,2,Cozido(a),"81,00","3,39","4,66","2,94","2,49","0,16","0,25",-,-
7802101,Asa de peru,4,Assado(a),"81,00","3,39","4,66","2,94","2,49","0,16","0,25",-,-
7802701,Chester ,2,Cozido(a),"78,00","3,04","3,48","2,52","2,13","0,10","0,22",-,-
7802701,Chester ,4,Assado(a),"78,00","3,04","3,48","2,52","2,13","0,10","0,22",-,-
7802701,Chester ,99,Não se aplica,"78,00","3,04","3,48","2,52","2,13","0,10","0,22",-,-
7802702,Tender,4,Assado(a),"59,00","3,12","4,44","1,41","1,17","0,24","0,03",-,-
7802801,Nambu ,2,Cozido(a),"116,00","3,74","5,46","2,73","2,32","0,10","0,26",-,-
7802901,Nuggets de frango,3,Grelhado(a)/brasa/churrasco,"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
7802901,Nuggets de frango,4,Assado(a),"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
7802901,Nuggets de frango,5,Frito(a),"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
7802901,Nuggets de frango,6,Empanado(a)/à milanesa,"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
7802901,Nuggets de frango,7,Refogado(a),"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
7802902,Steak de frango,2,Cozido(a),"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7802902,Steak de frango,3,Grelhado(a)/brasa/churrasco,"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7802902,Steak de frango,4,Assado(a),"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7802902,Steak de frango,5,Frito(a),"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7802902,Steak de frango,6,Empanado(a)/à milanesa,"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7802902,Steak de frango,99,Não se aplica,"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
7803001,Codorna,5,Frito(a),"89,00","3,92","6,21","3,02","2,36","0,30","0,28",-,-
7803201,Pé e asa de galinha ou frango,2,Cozido(a),"84,00","5,45","7,64","4,14","3,57","0,15","0,39",-,-
7803201,Pé e asa de galinha ou frango,4,Assado(a),"84,00","5,45","7,64","4,14","3,57","0,15","0,39",-,-
7803201,Pé e asa de galinha ou frango,5,Frito(a),"84,00","5,85","8,22","5,62","4,88","0,32","0,40",-,-
7803301,Ovo de galinha,1,Cru(a),"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,2,Cozido(a),"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,4,Assado(a),"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,5,Frito(a),"460,87","4,51","5,83","5,07","4,41","0,45","0,03","1,33",-
7803301,Ovo de galinha,7,Refogado(a),"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,8,Molho vermelho,"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,10,Ao alho e óleo,"460,87","4,51","5,83","5,07","4,41","0,45","0,03","1,33",-
7803301,Ovo de galinha,11,Com manteiga/óleo,"474,57","6,83","5,77","1,73","1,47","0,06","0,21","1,33",-
7803301,Ovo de galinha,12,Ao vinagrete,"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,13,Ensopado,"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,14,Mingau,"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803301,Ovo de galinha,99,Não se aplica,"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803501,Ovo de codorna,1,Cru(a),"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803501,Ovo de codorna,2,Cozido(a),"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803501,Ovo de codorna,5,Frito(a),"460,87","4,51","5,83","5,07","4,41","0,45","0,03","1,33",-
7803501,Ovo de codorna,12,Ao vinagrete,"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803501,Ovo de codorna,99,Não se aplica,"424,00","3,27","4,08","1,41","1,19","0,04",-,"1,22",-
7803702,"Galinha-d'angola abatida, congelada ou viva",2,Cozido(a),"89,00","3,52","5,63","1,54","1,06","0,13","0,26",-,-
7803702,"Galinha-d'angola abatida, congelada ou viva",4,Assado(a),"89,00","3,52","5,63","1,54","1,06","0,13","0,26",-,-
7803703,Capote ,2,Cozido(a),"89,00","3,52","5,63","1,54","1,06","0,13","0,26",-,-
7803703,Capote ,4,Assado(a),"89,00","3,52","5,63","1,54","1,06","0,13","0,26",-,-
7803703,Capote ,5,Frito(a),"89,00","3,92","6,21","3,02","2,36","0,30","0,28",-,-
7803707,Mutum ,2,Cozido(a),"88,00","3,79","5,34","2,97","2,57","0,11","0,45",-,-
7803907,Pato em pedaços,2,Cozido(a),"74,00","2,80","3,92","2,12","1,83","0,08","0,20",-,-
7803907,Pato em pedaços,13,Ensopado,"74,00","2,80","3,92","2,12","1,83","0,08","0,20",-,-
7803908,Peito de pato,5,Frito(a),"74,00","3,20","4,50","3,60","3,14","0,25","0,21",-,-
7803913,Carne de pato ,2,Cozido(a),"74,00","2,80","3,92","2,12","1,83","0,08","0,20",-,-
7803913,Carne de pato ,4,Assado(a),"74,00","2,80","3,92","2,12","1,83","0,08","0,20",-,-
7803913,Carne de pato ,5,Frito(a),"74,00","3,20","4,50","3,60","3,14","0,25","0,21",-,-
7805401,Peito de peru light,1,Cru(a),"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7805401,Peito de peru light,2,Cozido(a),"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7805401,Peito de peru light,99,Não se aplica,"86,00","0,38","0,21","0,31","0,21","0,01","0,02",-,-
7805501,Frango inteiro orgânico,2,Cozido(a),"88,00","3,79","5,34","2,97","2,57","0,11","0,45",-,-
7805501,Frango inteiro orgânico,4,Assado(a),"88,00","3,79","5,34","2,97","2,57","0,11","0,45",-,-
7805702,Filé de frango orgânico,2,Cozido(a),"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7805702,Filé de frango orgânico,3,Grelhado(a)/brasa/churrasco,"85,00","1,27","1,54","0,98","0,74","0,04","0,09",-,-
7805702,Filé de frango orgânico,5,Frito(a),"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
7805702,Filé de frango orgânico,6,Empanado(a)/à milanesa,"85,00","1,68","2,13","2,48","2,06","0,22","0,10","0,01",-
Laticínios,,,,,,,,,,,,
7900101,Leite de vaca integral,99,Não se aplica,"10,00","1,87","0,81","0,20","0,12","0,08","0,12","5,26",-
7900201,Leite de vaca fresco ,99,Não se aplica,"10,00","1,87","0,81","0,20","0,12","0,08","0,12","5,26",-
7900301,Leite de cabra,99,Não se aplica,"11,01","2,67","1,11","0,15","0,11","0,04","0,09","4,45",-
7900601,Leite em pó integral,99,Não se aplica,"80,00","14,92","6,50","1,56","0,96","0,60","0,93","42,08",-
7900710,Leite em pó desnatado,99,Não se aplica,"18,00","0,47","0,19","0,03","0,02","0,01","0,03","50,51",-
7900801,Leite em pó ,99,Não se aplica,"80,00","14,92","6,50","1,56","0,96","0,60","0,93","42,08",-
7900901,Leite condensado,99,Não se aplica,"33,86","5,46","2,42","0,34","0,22","0,12","0,31","52,51","43,02"
7900903,Leite beijinho,99,Não se aplica,"33,86","5,46","2,42","0,34","0,22","0,12","0,31","52,51","43,02"
7901001,Creme de leite,99,Não se aplica,"111,00","19,34","9,09","0,88","0,62","0,27","1,10","2,80",-
7901101,Chantilly,99,Não se aplica,"88,14","15,36","7,22","0,71","0,50","0,21","0,87","11,90","9,93"
7901201,Iogurte de qualquer sabor,99,Não se aplica,"10,59","1,98","0,86","0,22","0,13","0,08","0,12","13,06","7,06"
7901203,Iogurte desnatado,99,Não se aplica,"2,00","0,12","0,05","0,01","0,00","0,00",-,"5,61",-
7901204,Iogurte natural,99,Não se aplica,"13,00","2,10","0,89","0,09","0,07","0,03","0,07","3,39",-
7901301,Yakult de qualquer sabor,99,Não se aplica,"1,80","0,05","0,02","0,00","0,00","0,00","0,00","14,57","10,00"
7901303,Bebida láctea,99,Não se aplica,"4,04","0,70","0,30","0,05","0,04","0,02","0,03","16,75","13,57"
7901304,Leite fermentado,99,Não se aplica,"8,04","1,26","0,56","0,07","0,06","0,01","0,09","5,09",-
7901401,Coalhada,99,Não se aplica,"13,00","2,10","0,89","0,09","0,07","0,03","0,07","3,39",-
7901501,Manteiga com ou sem sal,99,Não se aplica,"215,00","51,37","21,02","3,04","2,73","0,32","3,28","0,10",-
7901505,Manteiga de garrafa,99,Não se aplica,"215,00","51,37","21,02","3,04","2,73","0,32","3,28","0,10",-
7901602,Margarina com ou sem sal,99,Não se aplica,-,"16,70","39,30","20,90","19,40","1,50","25,84","0,90",-
7901701,Queijo prato,99,Não se aplica,"54,00","12,67","5,73","0,63","0,45","0,18","0,41","0,78",-
7901703,Queijo colonial,99,Não se aplica,"54,00","12,67","5,73","0,63","0,45","0,18","0,41","0,78",-
7901705,Queijo de colônia,99,Não se aplica,"54,00","12,67","5,73","0,63","0,45","0,18","0,41","0,78",-
7901801,Queijo muçarela,99,Não se aplica,"89,00","15,56","7,03","0,78","0,57","0,21","0,59","2,47",-
7901803,Muçarela,99,Não se aplica,"89,00","15,56","7,03","0,78","0,57","0,21","0,59","2,47",-
7901807,Muçarela de búfala,99,Não se aplica,"89,00","15,56","7,03","0,78","0,57","0,21","0,59","2,47",-
7901809,Queijo de búfala,99,Não se aplica,"89,00","15,56","7,03","0,78","0,57","0,21","0,59","2,47",-
7901901,Queijo de reino,99,Não se aplica,"114,00","17,61","7,75","0,66","0,26","0,39","0,66","2,22",-
7902001,Queijo de minas,99,Não se aplica,"53,00","8,85","4,13","0,41","0,27","0,15","0,78","10,60",-
7902003,Queijo de manteiga,99,Não se aplica,"89,00","15,56","7,03","0,78","0,57","0,21","0,59","2,47",-
7902004,Quechimia,99,Não se aplica,"53,00","8,85","4,13","0,41","0,27","0,15","0,78","10,60",-
7902005,Queijo de coalho,99,Não se aplica,"89,00","19,07","8,75","0,90","0,64","0,26","0,73","0,68",-
7902008,Queijo canastra,99,Não se aplica,"53,00","8,85","4,13","0,41","0,27","0,15","0,78","10,60",-
7902201,Queijo ricota,99,Não se aplica,"51,00","8,30","3,63","0,39","0,27","0,11","0,39","2,08",-
7902301,Leite de soja com sabor ,99,Não se aplica,-,"0,24","0,36","0,93","0,82","0,11",-,"3,79","7,24"
7902303,Ades original,99,Não se aplica,-,"0,21","0,40","0,96","0,58","0,08",-,"3,20","4,09"
7902403,Queijo ralado,99,Não se aplica,"88,00","17,30","8,38","1,17","0,94","0,19","0,72","0,90",-
7902501,Queijo provolone,99,Não se aplica,"69,00","17,08","7,39","0,77","0,49","0,28","0,64","2,14",-
7902801,Queijo polenguinho,99,Não se aplica,"110,00","21,97","9,84","1,27","0,77","0,49","1,04","1,70",-
7902901,Requeijão,99,Não se aplica,"56,00","11,09","4,97","0,64","0,39","0,25","0,50","7,00",-
7902902,Queijo cremoso,99,Não se aplica,"56,00","11,09","4,97","0,64","0,39","0,25","0,50","7,00",-
7903001,Queijo não especificado,99,Não se aplica,"94,00","19,69","8,95","0,99","0,61","0,38","0,76","1,29",-
7903101,Leite com sabor,99,Não se aplica,"12,05","2,11","0,99","0,12","0,08","0,05","0,12","10,14","5,09"
7903102,Leite achocolatado,99,Não se aplica,"12,05","2,11","0,99","0,12","0,08","0,05","0,12","10,14","5,09"
7903109,Leite aRomãtizado,99,Não se aplica,"12,05","2,11","0,99","0,12","0,08","0,05","0,12","10,14","5,09"
7903110,Bebida achocolatada,99,Não se aplica,"12,05","2,11","0,99","0,12","0,08","0,05","0,12","10,14","5,09"
7903201,Nata,99,Não se aplica,"66,00","12,02","5,58","0,72","0,44","0,28","0,69","3,70",-
7903301,Queijo gorgonzola,99,Não se aplica,"75,00","18,67","7,78","0,80","0,54","0,26","0,69","2,34",-
7903402,Tofu,99,Não se aplica,-,"0,53","0,81","2,08","1,84","0,25",-,"0,20",-
7903501,Leite de soja em pó,99,Não se aplica,-,"1,91","2,92","7,46","6,57","0,88",-,"15,99","23,42"
7903601,Leite de vaca desnatado,99,Não se aplica,"2,01","0,05","0,02","0,00","0,00","0,00","0,00","5,11",-
7903702,Leite de vaca semidesnatado,99,Não se aplica,"5,00","0,63","0,28","0,04","0,03","0,00","0,04","5,20",-
7903801,Leite não especificado pasteurizado,99,Não se aplica,"10,00","1,87","0,81","0,20","0,12","0,08","0,12","5,26",-
7903901,Iogurte de qualquer sabor light,99,Não se aplica,"4,00","0,70","0,30","0,03","0,02","0,01","0,03","16,41","13,00"
7904001,Iogurte de qualquer sabor diet,99,Não se aplica,"10,29","1,65","0,78","0,08","0,06","0,03","0,09","2,91",-
7904201,Margarina light,99,Não se aplica,-,"7,64","17,48","2,17","2,12","0,06","3,54","0,32",-
7904301,Leite de vaca integral orgânico,99,Não se aplica,"10,00","1,87","0,81","0,20","0,12","0,08","0,12","5,26",-
7904401,Leite de vaca fresco orgânico,99,Não se aplica,"10,00","1,87","0,81","0,20","0,12","0,08","0,12","5,26",-
7904601,Leite semidesnatado de vaca orgânico,99,Não se aplica,"5,00","0,63","0,28","0,04","0,03","0,00","0,04","5,20",-
7904701,Creme de leite orgânico,99,Não se aplica,"111,00","19,34","9,09","0,88","0,62","0,27","1,10","2,80",-
7904801,Iogurte de qualquer sabor orgânico,99,Não se aplica,"10,59","1,98","0,86","0,22","0,13","0,08","0,12","13,06","7,06"
